state,gender,age,education,eher mehr,eher weniger,kein großer Unterschied,cohesion_c,n,incidence_rate,case_fatality_ratio,sub_national_hdi,health_index,income_index,educational_index
Schleswig-Holstein,male,7,2,1,0,1,1,2,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,male,7,5,0,1,3,0,4,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Schleswig-Holstein,male,8,2,0,1,0,0,1,108.26067624258124,4.846938775510204,0.92,0.934,0.898,0.929
Thüringen,female,1,4,0,0,1,0,1,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,2,2,0,0,1,0,1,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,2,5,1,0,0,1,1,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,3,2,0,0,1,0,1,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,3,5,1,1,2,1,4,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,4,2,1,0,1,1,2,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,4,4,0,0,1,0,1,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,4,5,1,0,0,1,1,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,5,2,1,2,4,1,7,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,5,5,0,2,1,0,3,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,6,2,4,3,4,4,11,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,6,5,0,1,7,0,8,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,7,2,2,1,0,2,3,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,7,4,0,0,1,0,1,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,7,5,0,0,1,0,1,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,8,2,1,0,1,1,2,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,female,8,5,3,0,1,3,4,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,2,2,1,0,1,1,2,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,3,2,0,0,1,0,1,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,3,5,1,0,0,1,1,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,4,2,0,0,2,0,2,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,4,5,1,0,2,1,3,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,5,2,4,2,4,4,10,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,5,4,1,0,1,1,2,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,5,5,1,1,2,1,4,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,6,2,3,0,2,3,5,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,6,4,0,1,1,0,2,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,6,5,1,2,4,1,7,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,7,2,1,1,1,1,3,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,7,5,0,0,2,0,2,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,8,0,1,1,0,1,2,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,8,2,0,0,1,0,1,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
Thüringen,male,8,5,1,0,1,1,2,150.66642714328708,5.512542582842985,0.921,0.931,0.883,0.949
